date;numero_commande;client_email;code_postal;ville;produit;quantite;montant_ttc;livraison
2024-12-24;CMD-2024-0217;nathan.bernard46@exemple.fr;07438;Privas;Shampoing solide;2;24,70;Colissimo
2025-01-07;CMD-2024-0218;gabriel.garcia52@exemple.fr;60267;Beauvais;Huile sèche 100 ml;1;22,90;Colissimo
2024-07-17;CMD-2024-0219;louis.lefebvre33@exemple.fr;59275;Lille;Coffret découverte 3 savons;1;29,80;Colissimo
2024-02-24;CMD-2024-0220;nathan.moreau68@exemple.fr;08558;Charleville-Mézières;Shampoing solide;1;14,80;Colissimo
2024-08-12;CMD-2024-0221;gabriel.simon16@exemple.fr;67794;Strasbourg;Coffret découverte 3 savons;3;79,60;Colissimo
2025-11-03;CMD-2024-0222;camille.martin87@exemple.fr;95625;Cergy;Savon lait d’ânesse;2;17,90;Retrait boutique
2024-02-23;CMD-2024-0223;gabriel.simon43@exemple.fr;46446;Cahors;Trousse toilette lin;3;91,90;Colissimo
2024-11-11;CMD-2024-0224;emma.petit17@exemple.fr;40064;Mont-de-Marsan;Trousse toilette lin;1;33,90;Colissimo
2024-08-11;CMD-2024-0225;nathan.leroy86@exemple.fr;88327;Épinal;Huile sèche 100 ml;1;22,90;Colissimo
2025-12-28;CMD-2024-0226;lea.leroy21@exemple.fr;80218;Amiens;Shampoing solide;4;44,50;Colissimo
2024-01-25;CMD-2024-0227;ines.garcia37@exemple.fr;24570;Périgueux;Baume réparateur;1;17,80;Colissimo
2025-02-24;CMD-2024-0228;emma.garcia78@exemple.fr;91151;Évry-Courcouronnes;Trousse toilette lin;1;33,90;Colissimo
2024-02-28;CMD-2024-0229;lucas.moreau64@exemple.fr;26347;Valence;Savon lait d’ânesse;3;24,40;Colissimo
2024-09-15;CMD-2024-0230;emma.simon30@exemple.fr;65694;Tarbes;Savon lait d’ânesse;1;11,40;Colissimo
2024-09-21;CMD-2024-0231;camille.bernard11@exemple.fr;72843;Le Mans;Coffret découverte 3 savons;3;79,60;Colissimo
2025-04-15;CMD-2024-0232;lucas.moreau48@exemple.fr;27741;Évreux;Trousse toilette lin;2;62,90;Colissimo
2024-02-11;CMD-2024-0233;arthur.garcia74@exemple.fr;17033;La Rochelle;Coffret découverte 3 savons;3;79,60;Colissimo
2025-08-24;CMD-2024-0234;gabriel.garcia80@exemple.fr;69583;Lyon;Trousse toilette lin;1;33,90;Colissimo
2025-08-28;CMD-2024-0235;manon.dubois15@exemple.fr;69568;Lyon;Baume réparateur;1;17,80;Colissimo
2024-06-24;CMD-2024-0236;camille.durand88@exemple.fr;62735;Arras;Savon lait d’ânesse;1;11,40;Colissimo
2024-01-18;CMD-2024-0237;arthur.lefebvre63@exemple.fr;03006;Moulins;Coffret découverte 3 savons;1;29,80;Colissimo
2024-01-07;CMD-2024-0238;ines.simon65@exemple.fr;09192;Foix;Shampoing solide;1;14,80;Colissimo
2025-12-13;CMD-2024-0239;louis.simon7@exemple.fr;55057;Bar-le-Duc;Coffret découverte 3 savons;3;79,60;Colissimo
2025-02-06;CMD-2024-0240;manon.thomas36@exemple.fr;61706;Alençon;Bougie cire de soja;1;26,90;Retrait boutique
2025-03-28;CMD-2024-0241;gabriel.thomas31@exemple.fr;59198;Lille;Savon lait d’ânesse;1;11,40;Colissimo
2025-07-09;CMD-2024-0242;emma.richard57@exemple.fr;68586;Colmar;Carte cadeau 50 €;1;54,90;Colissimo
2025-10-27;CMD-2024-0243;louis.petit19@exemple.fr;78461;Versailles;Shampoing solide;2;24,70;Colissimo
2024-09-03;CMD-2024-0244;lea.lefebvre30@exemple.fr;56079;Vannes;Bougie cire de soja;1;26,90;Retrait boutique
2024-10-13;CMD-2024-0245;chloe.dubois82@exemple.fr;19310;Tulle;Shampoing solide;1;14,80;Colissimo
2024-02-22;CMD-2024-0246;chloe.lefebvre68@exemple.fr;73282;Chambéry;Bougie cire de soja;1;26,90;Colissimo
2025-04-02;CMD-2024-0247;hugo.robert49@exemple.fr;38395;Grenoble;Baume réparateur;1;17,80;Retrait boutique
2025-01-18;CMD-2024-0248;emma.laurent45@exemple.fr;69004;Lyon;Savon lait d’ânesse;1;11,40;Retrait boutique
2024-08-12;CMD-2024-0249;lucas.robert59@exemple.fr;72188;Le Mans;Trousse toilette lin;2;62,90;Colissimo
2025-08-25;CMD-2024-0250;lucas.dubois78@exemple.fr;61009;Alençon;Baume réparateur;3;43,60;Colissimo
2025-07-03;CMD-2024-0251;chloe.richard17@exemple.fr;34736;Montpellier;Baume réparateur;1;17,80;Colissimo
2024-02-26;CMD-2024-0252;lea.dubois72@exemple.fr;22470;Saint-Brieuc;Shampoing solide;1;14,80;Colissimo
2025-08-22;CMD-2024-0253;manon.simon11@exemple.fr;84868;Avignon;Shampoing solide;1;14,80;Retrait boutique
2024-05-28;CMD-2024-0254;gabriel.bernard12@exemple.fr;41273;Blois;Savon lait d’ânesse;1;11,40;Colissimo
2025-02-26;CMD-2024-0255;arthur.martin81@exemple.fr;10777;Troyes;Bougie cire de soja;4;92,90;Retrait boutique
2025-09-06;CMD-2024-0256;louis.thomas65@exemple.fr;24382;Périgueux;Huile sèche 100 ml;3;58,90;Colissimo
2025-11-11;CMD-2024-0257;lucas.petit21@exemple.fr;14280;Caen;Coffret découverte 3 savons;1;29,80;Colissimo
2025-05-14;CMD-2024-0258;lea.dubois39@exemple.fr;44669;Nantes;Coffret découverte 3 savons;2;54,70;Colissimo
2024-04-14;CMD-2024-0259;lucas.leroy81@exemple.fr;22622;Saint-Brieuc;Coffret découverte 3 savons;2;54,70;Colissimo
2025-05-22;CMD-2024-0260;hugo.garcia11@exemple.fr;22093;Saint-Brieuc;Shampoing solide;1;14,80;Colissimo
2025-02-03;CMD-2024-0261;jules.martin56@exemple.fr;67033;Strasbourg;Carte cadeau 50 €;1;54,90;Colissimo
2024-08-02;CMD-2024-0262;zoe.lefebvre46@exemple.fr;67562;Strasbourg;Baume réparateur;3;43,60;Colissimo
2024-04-28;CMD-2024-0263;nathan.durand29@exemple.fr;34517;Montpellier;Trousse toilette lin;1;33,90;Colissimo
2025-09-16;CMD-2024-0264;lucas.dubois82@exemple.fr;41849;Blois;Huile sèche 100 ml;1;22,90;Colissimo
2025-03-10;CMD-2024-0265;nathan.lefebvre11@exemple.fr;59381;Lille;Baume réparateur;1;17,80;Colissimo
2025-04-06;CMD-2024-0266;louis.lefebvre72@exemple.fr;59814;Lille;Carte cadeau 50 €;3;154,90;Colissimo
2025-09-25;CMD-2024-0267;camille.simon24@exemple.fr;85303;La Roche-sur-Yon;Baume réparateur;2;30,70;Colissimo
2025-05-04;CMD-2024-0268;lucas.petit10@exemple.fr;42300;Saint-Étienne;Bougie cire de soja;4;92,90;Colissimo
2024-10-24;CMD-2024-0269;zoe.laurent57@exemple.fr;33522;Bordeaux;Coffret découverte 3 savons;3;79,60;Retrait boutique
2025-10-28;CMD-2024-0270;lea.thomas63@exemple.fr;35856;Rennes;Huile sèche 100 ml;1;22,90;Colissimo
2025-12-24;CMD-2024-0271;arthur.dubois66@exemple.fr;26473;Valence;Coffret découverte 3 savons;1;29,80;Colissimo
2025-11-27;CMD-2024-0272;hugo.bernard23@exemple.fr;40013;Mont-de-Marsan;Trousse toilette lin;2;62,90;Colissimo
2024-07-14;CMD-2024-0273;hugo.moreau1@exemple.fr;91334;Évry-Courcouronnes;Baume réparateur;1;17,80;Colissimo
2025-12-25;CMD-2024-0274;chloe.thomas62@exemple.fr;49565;Angers;Baume réparateur;3;43,60;Colissimo
2025-07-17;CMD-2024-0275;emma.moreau12@exemple.fr;69351;Lyon;Trousse toilette lin;2;62,90;Colissimo
2025-01-22;CMD-2024-0276;ines.laurent80@exemple.fr;86691;Poitiers;Baume réparateur;3;43,60;Colissimo
2024-03-19;CMD-2024-0277;nathan.petit25@exemple.fr;56602;Vannes;Shampoing solide;2;24,70;Colissimo
2025-08-06;CMD-2024-0278;chloe.durand16@exemple.fr;17213;La Rochelle;Carte cadeau 50 €;1;54,90;Colissimo
2025-12-28;CMD-2024-0279;manon.lefebvre79@exemple.fr;01623;Bourg-en-Bresse;Bougie cire de soja;2;48,90;Colissimo
2025-02-23;CMD-2024-0280;arthur.laurent51@exemple.fr;75639;Paris;Trousse toilette lin;1;33,90;Colissimo
2024-09-28;CMD-2024-0281;hugo.garcia29@exemple.fr;95221;Cergy;Coffret découverte 3 savons;4;104,50;Colissimo
2024-12-16;CMD-2024-0282;louis.dubois56@exemple.fr;64765;Pau;Carte cadeau 50 €;1;54,90;Colissimo
2024-01-19;CMD-2024-0283;ines.martin83@exemple.fr;81030;Albi;Bougie cire de soja;1;26,90;Colissimo
2025-12-01;CMD-2024-0284;jules.garcia29@exemple.fr;74325;Annecy;Savon lait d’ânesse;2;17,90;Colissimo
2024-10-17;CMD-2024-0285;lucas.leroy84@exemple.fr;93535;Bobigny;Huile sèche 100 ml;1;22,90;Colissimo
2025-03-27;CMD-2024-0286;chloe.robert81@exemple.fr;49494;Angers;Savon lait d’ânesse;1;11,40;Colissimo
2024-07-06;CMD-2024-0287;chloe.martin54@exemple.fr;33679;Bordeaux;Shampoing solide;2;24,70;Retrait boutique
2024-06-14;CMD-2024-0288;manon.simon48@exemple.fr;01311;Bourg-en-Bresse;Carte cadeau 50 €;1;54,90;Colissimo
2025-08-21;CMD-2024-0289;lea.leroy87@exemple.fr;13743;Marseille;Coffret découverte 3 savons;3;79,60;Colissimo
2025-09-18;CMD-2024-0290;camille.durand51@exemple.fr;52799;Chaumont;Baume réparateur;1;17,80;Colissimo
2024-01-01;CMD-2024-0291;ines.garcia2@exemple.fr;11350;Carcassonne;Trousse toilette lin;2;62,90;Retrait boutique
2025-05-01;CMD-2024-0292;nathan.leroy19@exemple.fr;59433;Lille;Coffret découverte 3 savons;1;29,80;Colissimo
2024-07-17;CMD-2024-0293;nathan.martin86@exemple.fr;77509;Melun;Carte cadeau 50 €;3;154,90;Colissimo
2025-03-25;CMD-2024-0294;chloe.simon36@exemple.fr;54771;Nancy;Coffret découverte 3 savons;1;29,80;Colissimo
2025-12-10;CMD-2024-0295;ines.bernard59@exemple.fr;58643;Nevers;Savon lait d’ânesse;1;11,40;Colissimo
2025-09-06;CMD-2024-0296;emma.simon43@exemple.fr;25449;Besançon;Carte cadeau 50 €;4;204,90;Colissimo
2024-10-10;CMD-2024-0297;manon.dubois44@exemple.fr;95858;Cergy;Carte cadeau 50 €;4;204,90;Colissimo
2025-01-18;CMD-2024-0298;jules.petit8@exemple.fr;87800;Limoges;Carte cadeau 50 €;1;54,90;Colissimo
2024-03-14;CMD-2024-0299;emma.durand70@exemple.fr;93280;Bobigny;Trousse toilette lin;1;33,90;Retrait boutique
2024-03-17;CMD-2024-0300;camille.lefebvre36@exemple.fr;56815;Vannes;Huile sèche 100 ml;2;40,90;Colissimo
2025-11-20;CMD-2024-0301;hugo.leroy0@exemple.fr;11397;Carcassonne;Savon lait d’ânesse;1;11,40;Colissimo
2025-05-19;CMD-2024-0302;chloe.richard42@exemple.fr;07180;Privas;Carte cadeau 50 €;1;54,90;Colissimo
2024-04-24;CMD-2024-0303;louis.dubois21@exemple.fr;17756;La Rochelle;Trousse toilette lin;4;120,90;Colissimo
2025-11-13;CMD-2024-0304;ines.simon50@exemple.fr;78762;Versailles;Carte cadeau 50 €;4;204,90;Colissimo
2024-10-27;CMD-2024-0305;nathan.laurent28@exemple.fr;29131;Quimper;Huile sèche 100 ml;1;22,90;Colissimo
2025-04-21;CMD-2024-0306;emma.bernard65@exemple.fr;28259;Chartres;Shampoing solide;2;24,70;Retrait boutique
2024-07-10;CMD-2024-0307;chloe.lefebvre20@exemple.fr;64671;Pau;Shampoing solide;1;14,80;Colissimo
2024-11-02;CMD-2024-0308;louis.bernard86@exemple.fr;74569;Annecy;Coffret découverte 3 savons;3;79,60;Colissimo
2024-08-26;CMD-2024-0309;lea.martin82@exemple.fr;24597;Périgueux;Carte cadeau 50 €;1;54,90;Retrait boutique
2024-07-10;CMD-2024-0310;zoe.dubois65@exemple.fr;69420;Lyon;Carte cadeau 50 €;1;54,90;Colissimo
2025-12-19;CMD-2024-0311;jules.simon50@exemple.fr;85120;La Roche-sur-Yon;Baume réparateur;1;17,80;Colissimo
2024-03-28;CMD-2024-0312;zoe.petit73@exemple.fr;80753;Amiens;Savon lait d’ânesse;1;11,40;Colissimo
2024-08-25;CMD-2024-0313;ines.durand89@exemple.fr;61495;Alençon;Savon lait d’ânesse;2;17,90;Colissimo
2024-04-27;CMD-2024-0314;manon.richard57@exemple.fr;92698;Nanterre;Bougie cire de soja;3;70,90;Retrait boutique
2025-11-06;CMD-2024-0315;lea.laurent24@exemple.fr;83613;Toulon;Bougie cire de soja;1;26,90;Colissimo
2024-06-13;CMD-2024-0316;arthur.bernard2@exemple.fr;71742;Mâcon;Trousse toilette lin;1;33,90;Colissimo
2024-10-14;CMD-2024-0317;lea.moreau61@exemple.fr;33021;Bordeaux;Coffret découverte 3 savons;3;79,60;Colissimo
2025-01-12;CMD-2024-0318;chloe.durand26@exemple.fr;93382;Bobigny;Coffret découverte 3 savons;1;29,80;Colissimo
2025-05-28;CMD-2024-0319;louis.robert58@exemple.fr;14824;Caen;Trousse toilette lin;4;120,90;Colissimo
2024-07-11;CMD-2024-0320;jules.robert10@exemple.fr;91021;Évry-Courcouronnes;Coffret découverte 3 savons;1;29,80;Colissimo
2025-01-24;CMD-2024-0321;gabriel.laurent13@exemple.fr;38012;Grenoble;Trousse toilette lin;2;62,90;Colissimo
2024-04-24;CMD-2024-0322;camille.thomas16@exemple.fr;13575;Marseille;Savon lait d’ânesse;1;11,40;Colissimo
2025-07-03;CMD-2024-0323;gabriel.petit67@exemple.fr;61200;Alençon;Huile sèche 100 ml;1;22,90;Colissimo
2024-10-08;CMD-2024-0324;lucas.laurent81@exemple.fr;78234;Versailles;Baume réparateur;1;17,80;Colissimo
2025-12-03;CMD-2024-0325;lucas.thomas30@exemple.fr;83505;Toulon;Carte cadeau 50 €;2;104,90;Retrait boutique
2024-12-19;CMD-2024-0326;hugo.martin42@exemple.fr;87294;Limoges;Bougie cire de soja;2;48,90;Colissimo
2024-02-06;CMD-2024-0327;chloe.laurent30@exemple.fr;57678;Metz;Baume réparateur;2;30,70;Colissimo
2024-10-21;CMD-2024-0328;nathan.garcia12@exemple.fr;17009;La Rochelle;Carte cadeau 50 €;4;204,90;Colissimo
2025-12-11;CMD-2024-0329;ines.petit10@exemple.fr;18697;Bourges;Huile sèche 100 ml;1;22,90;Colissimo
2024-07-27;CMD-2024-0330;manon.simon60@exemple.fr;78655;Versailles;Bougie cire de soja;1;26,90;Colissimo
2025-04-19;CMD-2024-0331;nathan.garcia84@exemple.fr;31660;Toulouse;Shampoing solide;1;14,80;Colissimo
2025-10-24;CMD-2024-0332;chloe.lefebvre7@exemple.fr;69041;Lyon;Shampoing solide;1;14,80;Colissimo
2024-10-15;CMD-2024-0333;emma.bernard17@exemple.fr;94613;Créteil;Trousse toilette lin;1;33,90;Colissimo
2025-03-20;CMD-2024-0334;camille.richard89@exemple.fr;79095;Niort;Carte cadeau 50 €;4;204,90;Colissimo
2024-07-01;CMD-2024-0335;emma.leroy86@exemple.fr;77830;Melun;Coffret découverte 3 savons;2;54,70;Colissimo
2025-01-02;CMD-2024-0336;camille.durand83@exemple.fr;38180;Grenoble;Trousse toilette lin;3;91,90;Colissimo
2024-09-13;CMD-2024-0337;gabriel.robert73@exemple.fr;76534;Rouen;Baume réparateur;1;17,80;Colissimo
2024-04-08;CMD-2024-0338;ines.bernard16@exemple.fr;26300;Valence;Coffret découverte 3 savons;4;104,50;Colissimo
2025-11-16;CMD-2024-0339;jules.thomas66@exemple.fr;18352;Bourges;Carte cadeau 50 €;1;54,90;Colissimo
2025-08-24;CMD-2024-0340;nathan.laurent53@exemple.fr;42708;Saint-Étienne;Bougie cire de soja;3;70,90;Colissimo
2024-07-16;CMD-2024-0341;jules.bernard1@exemple.fr;38018;Grenoble;Trousse toilette lin;3;91,90;Colissimo
2024-03-10;CMD-2024-0342;jules.durand15@exemple.fr;67329;Strasbourg;Savon lait d’ânesse;1;11,40;Colissimo
2025-08-02;CMD-2024-0343;lea.richard64@exemple.fr;02387;Laon;Bougie cire de soja;2;48,90;Colissimo
2024-03-08;CMD-2024-0344;louis.bernard31@exemple.fr;53060;Laval;Baume réparateur;1;17,80;Retrait boutique
2024-05-06;CMD-2024-0345;emma.petit23@exemple.fr;33778;Bordeaux;Baume réparateur;3;43,60;Colissimo
2025-02-23;CMD-2024-0346;nathan.bernard62@exemple.fr;78355;Versailles;Carte cadeau 50 €;4;204,90;Retrait boutique
2025-06-20;CMD-2024-0347;manon.laurent49@exemple.fr;56114;Vannes;Trousse toilette lin;1;33,90;Colissimo
2025-02-27;CMD-2024-0348;emma.moreau12@exemple.fr;87545;Limoges;Trousse toilette lin;4;120,90;Colissimo
2025-09-06;CMD-2024-0349;lucas.petit61@exemple.fr;14376;Caen;Trousse toilette lin;4;120,90;Colissimo
2025-11-28;CMD-2024-0350;jules.lefebvre0@exemple.fr;64224;Pau;Coffret découverte 3 savons;1;29,80;Colissimo
2024-04-26;CMD-2024-0351;gabriel.laurent54@exemple.fr;62360;Arras;Trousse toilette lin;2;62,90;Colissimo
2025-04-11;CMD-2024-0352;ines.richard19@exemple.fr;70632;Vesoul;Shampoing solide;1;14,80;Colissimo
2024-11-08;CMD-2024-0353;hugo.richard47@exemple.fr;56652;Vannes;Huile sèche 100 ml;1;22,90;Retrait boutique
2024-12-11;CMD-2024-0354;camille.simon8@exemple.fr;30430;Nîmes;Shampoing solide;4;44,50;Colissimo
2025-10-27;CMD-2024-0355;lea.bernard85@exemple.fr;68061;Colmar;Coffret découverte 3 savons;1;29,80;Colissimo
2025-03-09;CMD-2024-0356;nathan.lefebvre69@exemple.fr;16341;Angoulême;Savon lait d’ânesse;1;11,40;Colissimo
2025-07-22;CMD-2024-0357;jules.robert43@exemple.fr;02803;Laon;Bougie cire de soja;1;26,90;Colissimo
2024-06-08;CMD-2024-0358;zoe.petit65@exemple.fr;36153;Châteauroux;Carte cadeau 50 €;1;54,90;Colissimo
2025-06-27;CMD-2024-0359;louis.richard78@exemple.fr;07444;Privas;Coffret découverte 3 savons;4;104,50;Colissimo
2025-08-09;CMD-2024-0360;nathan.bernard40@exemple.fr;12771;Rodez;Shampoing solide;2;24,70;Colissimo
2024-12-20;CMD-2024-0361;gabriel.simon59@exemple.fr;86454;Poitiers;Savon lait d’ânesse;4;30,90;Colissimo
2025-05-08;CMD-2024-0362;lea.dubois52@exemple.fr;92776;Nanterre;Coffret découverte 3 savons;4;104,50;Retrait boutique
2024-10-13;CMD-2024-0363;hugo.bernard23@exemple.fr;75168;Paris;Savon lait d’ânesse;1;11,40;Colissimo
2025-10-02;CMD-2024-0364;chloe.petit59@exemple.fr;63760;Clermont-Ferrand;Trousse toilette lin;1;33,90;Colissimo
2024-11-04;CMD-2024-0365;nathan.dubois12@exemple.fr;10640;Troyes;Coffret découverte 3 savons;3;79,60;Retrait boutique
2025-01-25;CMD-2024-0366;gabriel.simon16@exemple.fr;08051;Charleville-Mézières;Shampoing solide;1;14,80;Retrait boutique
2024-11-06;CMD-2024-0367;jules.moreau62@exemple.fr;51049;Châlons-en-Champagne;Baume réparateur;1;17,80;Colissimo
2025-08-13;CMD-2024-0368;nathan.lefebvre2@exemple.fr;07116;Privas;Shampoing solide;1;14,80;Retrait boutique
2025-12-16;CMD-2024-0369;ines.leroy16@exemple.fr;72580;Le Mans;Shampoing solide;1;14,80;Colissimo
2024-04-24;CMD-2024-0370;manon.durand41@exemple.fr;29165;Quimper;Trousse toilette lin;1;33,90;Colissimo
2025-02-20;CMD-2024-0371;lucas.robert47@exemple.fr;18666;Bourges;Shampoing solide;1;14,80;Retrait boutique
2025-12-11;CMD-2024-0372;zoe.leroy86@exemple.fr;47302;Agen;Coffret découverte 3 savons;3;79,60;Colissimo
2024-03-18;CMD-2024-0373;ines.garcia65@exemple.fr;83166;Toulon;Baume réparateur;2;30,70;Retrait boutique
2025-12-08;CMD-2024-0374;manon.richard36@exemple.fr;60705;Beauvais;Trousse toilette lin;1;33,90;Colissimo
2025-01-13;CMD-2024-0375;lea.martin78@exemple.fr;78643;Versailles;Carte cadeau 50 €;3;154,90;Retrait boutique
2024-04-13;CMD-2024-0376;ines.dubois64@exemple.fr;60631;Beauvais;Carte cadeau 50 €;2;104,90;Colissimo
2024-12-23;CMD-2024-0377;lucas.durand44@exemple.fr;27570;Évreux;Coffret découverte 3 savons;4;104,50;Retrait boutique
2025-05-01;CMD-2024-0378;ines.petit9@exemple.fr;16495;Angoulême;Carte cadeau 50 €;1;54,90;Colissimo
2024-06-25;CMD-2024-0379;camille.durand61@exemple.fr;60356;Beauvais;Bougie cire de soja;2;48,90;Colissimo
2024-11-12;CMD-2024-0380;lea.thomas61@exemple.fr;95356;Cergy;Baume réparateur;4;56,50;Colissimo
2024-07-17;CMD-2024-0381;manon.laurent46@exemple.fr;08530;Charleville-Mézières;Coffret découverte 3 savons;1;29,80;Colissimo
2025-09-08;CMD-2024-0382;chloe.dubois50@exemple.fr;33884;Bordeaux;Savon lait d’ânesse;1;11,40;Retrait boutique
2024-04-16;CMD-2024-0383;gabriel.petit70@exemple.fr;04467;Digne-les-Bains;Huile sèche 100 ml;1;22,90;Colissimo
2025-05-14;CMD-2024-0384;manon.robert89@exemple.fr;59213;Lille;Trousse toilette lin;4;120,90;Colissimo
2025-05-22;CMD-2024-0385;zoe.leroy67@exemple.fr;16265;Angoulême;Carte cadeau 50 €;1;54,90;Colissimo
2024-08-25;CMD-2024-0386;manon.laurent3@exemple.fr;32124;Auch;Savon lait d’ânesse;2;17,90;Retrait boutique
2025-01-13;CMD-2024-0387;emma.martin62@exemple.fr;73239;Chambéry;Huile sèche 100 ml;1;22,90;Colissimo
2024-06-28;CMD-2024-0388;arthur.durand38@exemple.fr;25368;Besançon;Carte cadeau 50 €;1;54,90;Colissimo
2024-09-07;CMD-2024-0389;nathan.simon83@exemple.fr;67845;Strasbourg;Savon lait d’ânesse;1;11,40;Colissimo
2024-07-11;CMD-2024-0390;emma.leroy20@exemple.fr;19627;Tulle;Huile sèche 100 ml;2;40,90;Retrait boutique
2024-06-21;CMD-2024-0391;zoe.richard43@exemple.fr;78804;Versailles;Savon lait d’ânesse;2;17,90;Colissimo
2024-10-26;CMD-2024-0392;chloe.lefebvre84@exemple.fr;25581;Besançon;Baume réparateur;3;43,60;Colissimo
2024-01-04;CMD-2024-0393;lucas.richard59@exemple.fr;59779;Lille;Bougie cire de soja;1;26,90;Colissimo
2024-05-09;CMD-2024-0394;chloe.laurent55@exemple.fr;81155;Albi;Huile sèche 100 ml;2;40,90;Colissimo
2025-09-07;CMD-2024-0395;louis.robert72@exemple.fr;68467;Colmar;Savon lait d’ânesse;4;30,90;Retrait boutique
2025-12-01;CMD-2024-0396;nathan.dubois24@exemple.fr;59648;Lille;Shampoing solide;1;14,80;Colissimo
2025-12-24;CMD-2024-0397;zoe.dubois46@exemple.fr;22426;Saint-Brieuc;Trousse toilette lin;1;33,90;Colissimo
2024-12-07;CMD-2024-0398;gabriel.petit40@exemple.fr;36168;Châteauroux;Savon lait d’ânesse;2;17,90;Colissimo
2024-11-26;CMD-2024-0399;hugo.dubois12@exemple.fr;50514;Saint-Lô;Shampoing solide;1;14,80;Colissimo
2024-05-07;CMD-2024-0400;louis.leroy20@exemple.fr;60553;Beauvais;Coffret découverte 3 savons;3;79,60;Colissimo
2025-03-19;CMD-2025-0401;nathan.moreau3@exemple.fr;17023;La Rochelle;Huile sèche 100 ml;4;76,90;Colissimo
2025-09-23;CMD-2025-0402;lucas.laurent63@exemple.fr;95382;Cergy;Huile sèche 100 ml;1;22,90;Colissimo
2024-07-07;CMD-2025-0403;camille.richard74@exemple.fr;75124;Paris;Huile sèche 100 ml;3;58,90;Colissimo
2025-01-26;CMD-2025-0404;lea.laurent79@exemple.fr;46292;Cahors;Savon lait d’ânesse;3;24,40;Colissimo
2024-12-12;CMD-2025-0405;camille.lefebvre16@exemple.fr;62454;Arras;Baume réparateur;2;30,70;Colissimo
2024-09-26;CMD-2025-0406;arthur.laurent55@exemple.fr;75542;Paris;Carte cadeau 50 €;3;154,90;Colissimo
2024-03-09;CMD-2025-0407;jules.richard19@exemple.fr;58746;Nevers;Huile sèche 100 ml;1;22,90;Retrait boutique
2024-02-04;CMD-2025-0408;jules.moreau38@exemple.fr;08506;Charleville-Mézières;Savon lait d’ânesse;1;11,40;Colissimo
2025-12-26;CMD-2025-0409;gabriel.dubois20@exemple.fr;69093;Lyon;Bougie cire de soja;1;26,90;Colissimo
2025-09-05;CMD-2025-0410;hugo.petit45@exemple.fr;59364;Lille;Coffret découverte 3 savons;2;54,70;Colissimo
2024-10-24;CMD-2025-0411;arthur.simon29@exemple.fr;78782;Versailles;Shampoing solide;1;14,80;Colissimo
2025-08-08;CMD-2025-0412;lucas.richard9@exemple.fr;83391;Toulon;Bougie cire de soja;3;70,90;Colissimo
2024-05-12;CMD-2025-0413;gabriel.leroy69@exemple.fr;36698;Châteauroux;Huile sèche 100 ml;2;40,90;Colissimo
2025-12-12;CMD-2025-0414;chloe.robert76@exemple.fr;46308;Cahors;Baume réparateur;1;17,80;Colissimo
2025-04-08;CMD-2025-0415;jules.dubois23@exemple.fr;78638;Versailles;Carte cadeau 50 €;1;54,90;Colissimo
2024-10-19;CMD-2025-0416;zoe.moreau43@exemple.fr;72362;Le Mans;Savon lait d’ânesse;1;11,40;Colissimo
2025-08-12;CMD-2025-0417;hugo.lefebvre85@exemple.fr;92678;Nanterre;Savon lait d’ânesse;4;30,90;Retrait boutique
2025-10-10;CMD-2025-0418;gabriel.lefebvre33@exemple.fr;17284;La Rochelle;Savon lait d’ânesse;1;11,40;Colissimo
2024-05-22;CMD-2025-0419;zoe.moreau7@exemple.fr;06131;Nice;Savon lait d’ânesse;2;17,90;Colissimo
2025-02-17;CMD-2025-0420;lucas.durand38@exemple.fr;29330;Quimper;Carte cadeau 50 €;1;54,90;Colissimo
2025-11-05;CMD-2025-0421;gabriel.leroy85@exemple.fr;45434;Orléans;Bougie cire de soja;1;26,90;Retrait boutique
2024-07-04;CMD-2025-0422;manon.laurent52@exemple.fr;59115;Lille;Savon lait d’ânesse;3;24,40;Colissimo
2024-02-11;CMD-2025-0423;hugo.robert86@exemple.fr;84181;Avignon;Baume réparateur;1;17,80;Colissimo
2025-11-27;CMD-2025-0424;lucas.martin15@exemple.fr;85819;La Roche-sur-Yon;Shampoing solide;3;34,60;Colissimo
2025-01-08;CMD-2025-0425;chloe.laurent50@exemple.fr;08274;Charleville-Mézières;Carte cadeau 50 €;3;154,90;Colissimo
2025-04-28;CMD-2025-0426;zoe.leroy84@exemple.fr;70344;Vesoul;Trousse toilette lin;1;33,90;Colissimo
2025-05-21;CMD-2025-0427;jules.durand49@exemple.fr;36695;Châteauroux;Savon lait d’ânesse;1;11,40;Colissimo
2024-03-21;CMD-2025-0428;arthur.moreau78@exemple.fr;60359;Beauvais;Carte cadeau 50 €;2;104,90;Colissimo
2025-11-19;CMD-2025-0429;chloe.lefebvre10@exemple.fr;07718;Privas;Shampoing solide;2;24,70;Colissimo
2025-10-16;CMD-2025-0430;arthur.garcia46@exemple.fr;92007;Nanterre;Carte cadeau 50 €;3;154,90;Colissimo
2025-07-07;CMD-2025-0431;zoe.moreau78@exemple.fr;69039;Lyon;Carte cadeau 50 €;4;204,90;Retrait boutique
2024-01-16;CMD-2025-0432;camille.robert40@exemple.fr;92689;Nanterre;Bougie cire de soja;1;26,90;Colissimo
2025-08-26;CMD-2025-0433;emma.thomas54@exemple.fr;38827;Grenoble;Bougie cire de soja;4;92,90;Colissimo
